,Date,Item,Issue,Nb_affected_models,Category,Published by,Audience,Recall type,Recall class,Year,Month,Recall Category
399,2022-06-27,Infrared Thermometer,Unauthorized Products/Device,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
400,2022-06-27,Fingertip Pulse Oximeter,Unauthorized Products/Device,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
401,2022-06-27,Digital Thermometer,Unauthorized Products/Device,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
402,2022-06-27,Defigard Touch7,Performance Issue,2.0,Medical Device,Health Canada,Industry/Retail/Warehouse,health product recall,Type II,2022,June,Health product
403,2022-06-27,Aquac Uno H Reverse Osmosis System - Main Unit,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
404,2022-06-27,Tps System - Elite Burs,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
405,2022-06-27,Intraosseous Powered Drive and Needle Kits,Performance Issue,4.0,Medical Device,"Bard Access Systems, Inc.605 North 5600 West, Salt Lake City, Utah, United States, 84116",Healthcare Professionals,health product recall,Type II,2022,June,Health product
406,2022-06-27,NCB Screw 5.0 L=38,Labelling And Packaging,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
407,2022-06-27,Merlin Patient Care System - Programmer Software,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
408,2022-06-23,GOJO Canada Inc. recalls a lot of Purell Hand Sanitizing Wipes,Product Quality,2.0,Drugs,Health Canada,General Public,health product recall,Type III,2022,June,Health product
409,2022-06-22,JAMP recalls vitamin D3:Out of Specification,Product Quality,4.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,June,Health product
410,2022-06-21,Produits de Bien-Être Bodispa recalls sexual enhancement products due to the potential presence of undeclared prescription drug ingredients.,Undeclared Substance,16.0,Drugs,Health Canada,General Public,health product recall,Type I,2022,June,Health product
411,2022-06-20,Global PET-CT Tables,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
412,2022-06-20,Alinity and Architect A1C Reagent Kit,Performance Issue,3.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
413,2022-06-20,"Cholestech Ldx Total, HDL, Triglycerides Cholesterol and Glucose Test",Labelling And Packaging,5.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
414,2022-06-20,Palindrome/Mahurkar Chronic Catheter,Performance Issue,20.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
415,2022-06-20,Coolsculpting System - Applicator - Vacuum,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
416,2022-06-20,Epoc Blood Analysis Bgem Test Cards,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
417,2022-06-20,Ambu Vivasight 2 Dlt Kit,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
418,2022-06-20,F/O Laryngoscope,Labelling And Packaging,3.0,Medical Device,"Welch Allyn, Inc.4341 State Street Road, Skaneateles Falls, New York, United States, 13153",Healthcare Professionals,health product recall,Type II,2022,June,Health product
419,2022-06-20,Modular Cathcart Fracture Head,Labelling And Packaging,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
420,2022-06-20,Zero Footprint Client,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
421,2022-06-16,"Unauthorized health products seized from three herbal medicine stores in Calgary, Alberta",Product Safety,15.0,Drugs,Health Canada,General Public,public advisory,,2022,June,Health product
422,2022-06-16,Rocky Mountain Soap Company recalls hand sanitizers due to the potential presence of undeclared methanol,Undeclared Substance,7.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,June,Health product
423,2022-06-16,Rocky Mountain Soap Company recalls Broadspectrum solar protection products due to a potential microbial contamination.,Microbial Contamination/Contamination,3.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,June,Health product
424,2022-06-13,Cardinal Health - Presource Kits,Sterility Issue,9.0,Medical Device,Health product - Medical device - General hospital and personal use,General Public,health product recall,Type II,2022,June,Health product
425,2022-06-13,Digital Diagnost C90,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2022,June,Health product
426,2022-06-13,Nucleus 7 Processing Unit,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type III,2022,June,Health product
427,2022-06-13,Yelloport Elite Universal Seal,Sterility Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
428,2022-06-13,Dimension Exl System - Cardiac Troponin-I (CTnI) Assay,Performance Issue,2.0,Medical Device,Health Canada,Industry/Retail/Warehouse,health product recall,Type II,2022,June,Health product
429,2022-06-13,Omniwire Pressure Guide Wire J-Tip,Sterility Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
430,2022-06-13,Evolve Triad Plate Cutter,Sterility Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
431,2022-06-13,Yukon Lock Shaft Inserter,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
432,2022-06-13,Alinity M System,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
433,2022-06-13,Aisys Cs2,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
434,2022-06-13,Xhibit Telemetry Receiver (Xtr) 96280 V.1.4.0,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
435,2022-06-13,Hydro-Surg Plus Laparoscopic Irrigators,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
436,2022-06-13, Minimed Pump battery cap,Performance Issue,5.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
437,2022-06-13,Aisys Cs2,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
438,2022-06-13,Trusight Cystic Fibrosis Library Prep Kit,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
439,2022-06-07,Eea  Autosuture Circular Stapler With Dst Series,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
440,2022-06-07,KN95/FFP2 Particulate Respirator Mask - Model 516W,Unauthorized Products/Device,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
441,2022-06-07,Duraclone B27 Reagent Kit,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
442,2022-06-07,Inteliq Specialty Immunoassay Control,Medical Devices,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
443,2022-06-07,Hamilton C6 Intensive Care Ventilator,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
444,2022-06-07,1 Series Phototherapy Device,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,June,Health product
445,2022-06-07,"Palmaz Genesis Biliary Stent/Opta Pro .035"" Delivery System",Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
446,2022-06-07,Pressure Monitoring Set,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
447,2022-06-07,Infinity Resection Guide,Labelling And Packaging,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
448,2022-06-07,Soltive Superpulsed Laser Ball Tip Fiber Single Use,Labelling And Packaging,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2022,June,Health product
449,2022-06-07,Cortrak 2 Enteral Access System,Unauthorized Products/Device,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
450,2022-06-07,Nordicbrainex,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
451,2022-06-07,"Snare, Pediatric, For Slim Gastroscopes",Performance Issue,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
452,2022-06-07,Navicare Nurse Call,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,June,Health product
453,2022-06-06,Distribution of a New Presentation of SPIKEVAX (elasomeran) COVID-19 Vaccine (0.10 mg/mL in 2.5 mL multidose vial) with English-only Vial and Carton Labels,Labelling And Packaging,3.0,Biologic Or Vaccine,Health Canada,Healthcare Professionals,health professional risk communication,,2022,June,Health product
454,2022-06-03,"Unauthorized products may pose serious health risks (March 26, 2021 to June 3, 2022)",Unauthorized Products/Device,189.0,Drugs,Health product - Natural health products,General Public,public advisory,,2022,June,Health product
455,2022-06-03,Cobalt and Crome Mri Surescan,Performance Issue,9.0,Medical Device,"Medtronic Inc.8200 Coral Sea Street N.E., Mounds View, Minnesota, United States, 55112",Healthcare Professionals,health product recall,Type II,2022,June,Health product
456,2022-06-02,Impurity - Pro Doc MONTELUKAST SODIUM 5mg,Product Quality,2.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,June,Health product
457,2022-06-01,Red Woody & Go-Rilla - Undeclared prescription drug sildenafil.,Undeclared Substance,3.0,Drugs,Health Canada,General Public,health product recall,Type I,2022,June,Health product
458,2022-05-30,Surestrips Covid-19 Antigen Test,Unauthorized Products/Device,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,May,Health product
459,2022-05-30,HVAD Implant Kit,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,May,Health product
460,2022-05-30,Alliance Earloop Procedure Mask,Sterility Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,May,Health product
461,2022-05-30,"Tornado, Nestor and Hilal Embolization Microcoils",Performance Issue,5.0,Medical Device,"Cook, Inc.750 Daniels Way, Bloomington, Indiana, United States, 47404",Healthcare Professionals,health product recall,Type II,2022,May,Health product
