,Date,Item,Issue,Nb_affected_models,Category,Published by,Recall type,Audience,Year,Month,Recall Category
380,2021-08-26,  No Brand Name Crackle Glaze Mug Recalled due to Burn Hazard ,Burn Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2021,August,Consumer product
381,2021-08-25,  Wee Gallery Ocean and Safari Animal Wooden Tray Puzzles recalled due to choking hazard ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2021,August,Consumer product
382,2021-08-25,  Children's Sleepwear Sets recalled due to Flammability Hazard ,Flammability Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2021,August,Consumer product
383,2021-08-23,  Moza Magical Sticks and Balls Kits recalled due to ingestion hazard ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2021,August,Consumer product
384,2021-08-18,  Various Hallmark softwood round teethers with attachments recalled due to choking hazard ,Choking Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2021,August,Consumer product
385,2021-08-18,  Marin Mountain Bikes recalled due to Fall Hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2021,August,Consumer product
386,2021-08-18,  Recall Re-Announcement: Ravin® Crossbows Nocks Recalled due to Laceration Hazard ,Laceration Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2021,August,Consumer product
387,2021-08-18,  B-Air Blower Fans recalled due to risk of fire hazard ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2021,August,Consumer product
388,2021-08-13,  Concordia Furniture 3 drawers 1 door dressers in Summer nights recalled due to tip-over and entrapment hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2021,August,Consumer product
389,2021-08-12,  Rossignol All Track DH Bicycle recalled due to fall hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2021,August,Consumer product
390,2021-08-12,  Nico SeeWonder Magnetic Rattle Snake Eggs recalled due to ingestion hazard ,Ingestion Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2021,August,Consumer product
391,2021-08-11,  Snower 3-drawer chest recalled due to tip-over and entrapment hazards ,Physical Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2021,August,Consumer product
392,2021-08-10,  Trusted USB Rechargeable FAN 5 inch/3 speed Fan 831 recalled due to Laceration Hazard ,Laceration Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2021,August,Consumer product
393,2021-08-06,  Janod Toy Shaving Kit recalled due to chemical hazard ,Chemical Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2021,August,Consumer product
394,2021-08-06,  Specified models of Usines Giant Factories Inc. gas water heaters recalled due to potential carbon monoxide leak ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2021,August,Consumer product
395,2021-08-06,  Magnet Game Set assorted-12 pieces recalled due to ingestion hazard ,Ingestion Hazard,3.0,Toys And Games,Health Canada,consumer product recall,General Public,2021,August,Consumer product
396,2021-08-05,Model 520 Firepots by Combi Inc. recalled due to lack of appropriate labelling and hazard information ,Labelling And Packaging,5.0,Chemicals,Health Canada,consumer product recall,General Public,2021,August,Consumer product
397,2021-08-04,"  Various AeonAir, Danby and De'Longhi Dehumidifiers recalled due to Fire Hazard ",Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2021,August,Consumer product
398,2021-08-03,  Addo Woodlets Lifting Puzzles recalled due to Choking Hazard ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2021,August,Consumer product
399,2021-07-30,  Sail Brand Removable Car Door Steps recalled due to fall and injury hazard ,Product Safety,1.0,Other,Health Canada,consumer product recall,General Public,2021,July,Consumer product
400,2021-07-28,  Various KMS Tools & Equipment and BSI cyanoacrylate glues recalled due to lack of child-resistant packaging ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2021,July,Consumer product
401,2021-07-28,  Birkenstock Mogami Kids Sandals recalled due to choking hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2021,July,Consumer product
402,2021-07-27,  Removable Foam Facial Interfaces for the Oculus Quest 2 Virtual Reality headset recalled due to Skin Irritation Hazard ,Chemical Hazard,22.0,Electronics,Health Canada,consumer product recall,General Public,2021,July,Consumer product
403,2021-07-27,  Equate® Daily Moisturizing Lotion and Intense Relief Hand Cream recalled due to microbial contamination ,Microbial Hazard,1.0,Beauty And Personal Care,Health Canada,consumer product recall,General Public,2021,July,Consumer product
404,2021-07-26,  Health Canada cautions campers about portable butane stoves ,Fire Hazard,1.0,Appliances,Health Canada,public advisory,General Public,2021,July,Consumer product
405,2021-07-21,  Caldwell Rechargeable Battery compatible with Caldwell E-Max Pro BT Hearing Protection recalled due to burn hazard ,Burn Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2021,July,Consumer product
406,2021-07-16,  Peace Naturals Project Inc. recalls one lot of Spinach Blue Dream dried cannabis pre-rolls ,Other,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2021,July,Consumer product
407,2021-07-15,  Arroyo and Hideaway Wood Burning Fire Pits recalled due to Fire Hazard ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2021,July,Consumer product
408,2021-07-12,  Ayden Vases and Mother Vases from Everlasting Candle Co. recalled due to lack of appropriate labelling and hazard information ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2021,July,Consumer product
409,2021-07-12,Bond Shreveport Outdoor Fire Fountain recalled due to lack of child-resistant packaging and lack of appropriate labelling and hazard information ,Labelling And Packaging,2.0,Chemicals,Health Canada,consumer product recall,General Public,2021,July,Consumer product
410,2021-07-09,  Btwin Tailgate Bike Carrier recalled due to injury hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2021,July,Consumer product
411,2021-07-09,  Bontrager Satellite City Pedals recalled due to Fall Hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2021,July,Consumer product
412,2021-07-08,  Atlas Growers Ltd. recalls three lots of Zour Apples Full Flower dried cannabis pre-rolls ,Product Quality,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2021,July,Consumer product
413,2021-07-07,Sophie Metal Bio-Ethanol Outdoor Tabletop Fireplaces with Flame Guard by Danya B recalled due to lack of appropriate labelling and hazard information ,Labelling And Packaging,3.0,Chemicals,"DistributorWayfair.caBoston, MassachusettsUNITED STATES ManufacturerDanya BSan Diego, CaliforniaUNITED STATES",consumer product recall,General Public,2021,July,Consumer product
414,2021-07-07,  AutoTrends Heated Seat Cushion recalled due to Burn Hazard ,Burn Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2021,July,Consumer product
415,2021-07-07,  Rejuvenation Deep Frame Mirrors recalled due to laceration hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2021,July,Consumer product
416,2021-07-07,  Lumber Jack Premium Hardwood Lump Charcoal recalled due to Suffocation Hazard ,Labelling And Packaging,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2021,July,Consumer product
417,2021-07-02,  Various Bio-Ethanol Tabletop Fireplaces by Anywhere Fireplace recalled due to lack of appropriate labelling and hazard information ,Labelling And Packaging,10.0,Household Items,Health Canada,consumer product recall,General Public,2021,July,Consumer product
418,2021-06-30,  Various Certified 2-in-1 Electric Mowers recalled due to Fire Hazard ,Fire Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2021,June,Consumer product
419,2021-06-30,  Joe Fresh® Toddler's and Kid's Boy Functional Sandals recalled due to Choking and Tripping Hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2021,June,Consumer product
420,2021-06-25,  WPCP Ltd. recalls one lot of KUSHKRAFT Hybrid Blue Iguana dried cannabis pre-rolls ,Physical Hazard,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2021,June,Consumer product
421,2021-06-24,  Brushed Gold Kettle recalled due to burn hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2021,June,Consumer product
422,2021-06-24,  Curt Ball & Pintle Hitch recalled due to potential separation of towed vehicle ,Product Safety,1.0,Other,Health Canada,consumer product recall,General Public,2021,June,Consumer product
423,2021-06-24,  Pok Pok Thaan Thai-Style Charcoal recalled due to Suffocation Hazard ,Labelling And Packaging,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2021,June,Consumer product
424,2021-06-23,"  EXPANDED RECALL: VIA-BOND, ARMOR COAT and HOMEBOND Epoxy products recalled due to improper labelling and lack of child-resistant packaging ",Labelling And Packaging,1.0,Chemicals,Health Canada,consumer product recall,General Public,2021,June,Consumer product
425,2021-06-23,  Char-Broil and Saber Grill and Grate Cleaners recalled due to lack of appropriate labelling and hazard information ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2021,June,Consumer product
426,2021-06-23,  Bear Deterrents recalled due to canisters not spraying ,Product Safety,1.0,Other,Health Canada,consumer product recall,General Public,2021,June,Consumer product
427,2021-06-23,  EXPANDED RECALL: HOME-BOND and VIA-BOND Epoxy products recalled due to improper labelling and lack of child-resistant packaging ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2021,June,Consumer product
428,2021-06-18,"DUCO EDGE-EASY GRIP, Windproof Mini BBQ Lighters recalled due to potential fire and burn hazard",Burn Hazard,5.0,Household Items,Health Canada,consumer product recall,General Public,2021,June,Consumer product
429,2021-06-17,  Natural Balance L.I.D. Green Pea & Chicken Dry Cat Formula recalled due to Possible Salmonella Contamination ,Microbial Contamination/Contamination,1.0,Other,Health Canada,consumer product recall,General Public,2021,June,Consumer product
430,2021-06-17,  Health Canada Warns Parents and Caregivers about the Dangers of Flame Colourant Packets ,Chemical Hazard,1.0,Chemicals,Health Canada,public advisory,General Public,2021,June,Consumer product
431,2021-06-16,  Cove 24 inch Built-in Dishwashers recalled due to Fire Hazard ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2021,June,Consumer product
432,2021-06-16,"  Grill-It-Kit (12"" Disposable Mini-Quick Grill) recalled due to suffocation hazard ",Labelling And Packaging,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2021,June,Consumer product
433,2021-06-16,  Expanded Recall: Multiple Jealous Devil Charcoal Products recalled due to Suffocation Hazard ,Labelling And Packaging,6.0,Outdoor Living,Health Canada,consumer product recall,General Public,2021,June,Consumer product
