,Date,Item,Nb_affected_models,Category,Published by,Audience,Recall class,Recall type,Year,Month,Recall Category,Sub Issue,Food_Issue
339,2021-10-05,  Olivera brand sliced olives may be unsafe due to potential presence of dangerous bacteria ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,October,Food,Microbiological - Clostridium botulinum,Microbiological Contamination
340,2021-09-29,  Jongilpoom brand Enoki Mushroom recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,September,Food,Microbiological - Listeria,Microbiological Contamination
341,2021-09-29,  Gosselin Smokehouses brand Maple Smoked Salmon recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,September,Food,Microbiological - Listeria,Microbiological Contamination
342,2021-09-29,  Gosselin Smokehouses brand Honey Smoked Salmon recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2021,September,Food,Microbiological - Listeria,Microbiological Contamination
343,2021-09-28,"  Certain Happy Veggie World, Hearts Choices, and Vegefarm brand vegan and vegetarian products recalled due to undeclared egg ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2021,September,Food,Allergen - Egg,Allergen
344,2021-09-24,  European Butcher brand Smoked Pork Hock recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,September,Food,Microbiological - Listeria,Microbiological Contamination
345,2021-09-24,  Unisoya brand Organic Tofu - Fine Herbs recalled due to Listeria monocytogenes ,2.0,Other,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,September,Food,Microbial Contamination,Microbiological Contamination
346,2021-09-19,  Shredded pork rind and shredded pork skin sold to certain restaurants in the Greater Toronto Area may be unsafe due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,September,Food,Microbiological - Salmonella,Microbiological Contamination
347,2021-09-17,  Silver Maple brand Frozen All White Meat Fully Cooked Diced Chicken recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,food recall warning,2021,September,Food,Microbiological - Listeria,Microbiological Contamination
348,2021-09-16,  Jongilpoom brand Enoki Mushroom recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,September,Food,Microbiological - Listeria,Microbiological Contamination
349,2021-09-16,  Certain vegetarian fried prawn products recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2021,September,Food,Allergen - Egg,Allergen
350,2021-09-16,  President's Choice brand Sandwich Spreads and Dips recalled due to potential bursting bottles ,4.0,Condiments,Canadian Food Inspection Agency,General Public,Class 3,notification,2021,September,Food,Microbial Contamination,Microbiological Contamination
351,2021-09-15,  Dairyland brand 1% Partly Skimmed Milk recalled due to sanitizer residue ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2021,September,Food,Chemical,Other
352,2021-09-10,  Frozen All White Meat Fully Cooked Diced Chicken recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2021,September,Food,Microbiological - Listeria,Microbiological Contamination
353,2021-09-08,"  European Butcher brand Bacon ""Chuncks"" and Smoked Side Bacon Slices recalled due to Listeria monocytogenes ",1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,September,Food,Microbiological - Listeria,Microbiological Contamination
354,2021-09-08,  Westview Bakery brand Crosta Bread (Multigrain) recalled due to undeclared sesame ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2021,September,Food,Allergen - Sesame Seeds,Allergen
355,2021-09-07,  Eat Smart brand Chopped Salad Kits recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,September,Food,Microbiological - Listeria,Microbiological Contamination
356,2021-09-06,"  European Butcher brand Bacon ""Chuncks"" recalled due to Listeria monocytogenes ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,September,Food,Microbiological - Listeria,Microbiological Contamination
357,2021-08-30,  Veggie Foodle brand Whole Vegetable Noodles recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,August,Food,Microbiological - Listeria,Microbiological Contamination
358,2021-08-30,  Soo brand Enoki Mushrooms recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2021,August,Food,Microbiological - Listeria,Microbiological Contamination
359,2021-08-26,  Curation Foods brand Kale Veg Blends and Eat Smart brand Chopped Salad Kits recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,August,Food,Microbiological - Listeria,Microbiological Contamination
360,2021-08-24,  Eat Smart brand Asian Sesame (Sésame asiatique) Chopped Salad Kit recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,August,Food,Microbiological - Listeria,Microbiological Contamination
361,2021-08-23,  Mr. Porky brand Original Scratchings recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2021,August,Food,Microbiological - Salmonella,Microbiological Contamination
362,2021-08-20,  Veggie Foodle brand Green Zucchini Whole Vegetable Noodles recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,August,Food,Microbiological - Listeria,Microbiological Contamination
363,2021-08-20,  Foothills Creamery brand ice cream recalled due to pieces of metal ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 3,notification,2021,August,Food,Extraneous Material,Extraneous Material
364,2021-08-20,  Happy Veggie World brand Vege Fried Prawn recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2021,August,Food,Allergen - Egg,Allergen
365,2021-08-18,"  Abo Anwar brand Namoura recalled due to undeclared sesame, cashews and wheat ",1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,August,Food,"Allergen - Sesame Seeds, Allergen - Tree Nut, Allergen - Wheat",Allergen
366,2021-08-18,  Nomad Nutrition brand Kathmandu Curry recalled due to undeclared mustard and split pea ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,August,Food,"Allergen - Mustard, Allergen - Other",Allergen
367,2021-08-18,  Ying Ying Soy Food brand Sweet & Spicy Tofu recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,notification,2021,August,Food,Microbiological - Salmonella,Microbiological Contamination
368,2021-08-13,  Certain broccoli-containing deli products recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,August,Food,Microbiological - Listeria,Microbiological Contamination
369,2021-08-13,  Viandes Intercité brand ground meat products recalled due to pieces of metal ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2021,August,Food,Extraneous Material,Extraneous Material
370,2021-08-13,  Randsland brand Broccoli Floret and Broccoli Salad Kit recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2021,August,Food,Microbiological - Listeria,Microbiological Contamination
371,2021-08-10,  Nomad Nutrition brand Caribbean Curry recalled due to undeclared mustard and split pea and Nomad Nutrition brand Kathmandu Curry recalled due to undeclared mustard ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,August,Food,"Allergen - Mustard, Allergen - Other",Allergen
372,2021-08-06,  Frontera brand Ground Beef Taco Skillet Sauce recalled due to undeclared mustard ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,August,Food,Allergen - Mustard,Allergen
373,2021-08-04,  Repackaged Cahill's brand Original Irish Porter Cheese recalled due to Listeria monocytogenes ,1.0,Dairy,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,August,Food,Microbial Contamination,Microbiological Contamination
374,2021-08-04,  Luigi Guffanti brand Cheese Taleggio Dop a Latte Crudo Incarto Verde recalled due to Staphylococcus aureus ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2021,August,Food,Microbiological - Staphylococcus aureus,Microbiological Contamination
375,2021-08-04,  PS brand Homemade Apple Pie Cinnamon Spice BBQ Rub recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2021,August,Food,Allergen - Milk,Allergen
376,2021-08-03,  Your Fresh Market brand cookies recalled due to undeclared milk and almond ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2021,August,Food,"Allergen - Milk, Allergen - Tree Nut",Allergen
377,2021-08-03,  Cahill's brand Original Irish Porter Cheese recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,August,Food,Microbiological - Listeria,Microbiological Contamination
378,2021-08-01,  Harvest Fresh brand Zucchini Spirals and Teriyaki Vegetable Spiral Stir Fry Kit recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,August,Food,Microbiological - Listeria,Microbiological Contamination
379,2021-07-30,  Pinwheel brand Pineapple Gose Beer and Wellington Brewery brand Mix Pack - Vol. 10 recalled due to potential bursting cans ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2021,July,Food,Microbiological - Other,Microbiological Contamination
380,2021-07-30,  Luigi Guffanti brand Cheese Taleggio Dop a Latte Crudo Incarto Verde recalled due to Staphylococcus aureus ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2021,July,Food,Microbiological - Staphylococcus aureus,Microbiological Contamination
381,2021-07-30,  Various frozen mangoes recalled due to Hepatitis A ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,July,Food,Microbiological - Other,Microbiological Contamination
382,2021-07-27,  Frank's RedHot brand Buffalo Ranch Seasoning recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2021,July,Food,Microbiological - Salmonella,Microbiological Contamination
383,2021-07-27,  Al-Rabih brand Halva / Halawa and Tahini recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2021,July,Food,Microbiological - Salmonella,Microbiological Contamination
384,2021-07-27,  Cahills brand Porter Irish Cheddar recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,July,Food,Microbiological - Listeria,Microbiological Contamination
385,2021-07-25,  Harvest Fresh brand Zucchini Spirals recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,July,Food,Microbiological - Listeria,Microbiological Contamination
386,2021-07-23,  Gusta brand Vegan Grating Block Original recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2021,July,Food,Microbiological - Listeria,Microbiological Contamination
387,2021-07-23,  PC brand Roquefort Blue Cheese recalled due to generic E. coli ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2021,July,Food,Microbiological - Other,Microbiological Contamination
388,2021-07-23,  Al-Rabih brand Halva / Halawa and Tahini recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2021,July,Food,Microbiological - Salmonella,Microbiological Contamination
