,Date,Item,Brand,Product,Issue,Nb_affected_models,Alert / recall type,Category,Companies,Published by,Audience,Recall class,Recall type,Identification number,Starting date:,Type of communication:,Alert sub-type:,Subcategory:,Hazard classification:,Source of recall:,Recalling firm:,Distribution:,Extent of the product distribution:,CFIA reference number:,Issue:,Audience:,Identification number:,Posting date:
0,2022-04-04,"
Ming Xiang brand Mushroom (enoki) recalled due to Listeria monocytogenes
",Ming Xiang,Mushroom (enoki),Food - Microbial Contamination - Listeria,2.0,Food recall warning,Food - Fruits and vegetables - Fresh,Longsheng (Canada) Agricultural Products Ltd.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-03-31,"
Certain Daily Fresh Shellfish Inc. brand Oysters recalled due to norovirus
",Daily Fresh Shellfish Inc.,Certain Oysters,Food - Microbial Contamination - Norovirus,4.0,Food recall warning,Food - Fish and seafood - Fresh,Daily Fresh Shellfish Inc.,Canadian Food Inspection Agency,"General public
Hotels, restaurants and institutions",Class 3,food recall warning,,,,,,,,,,,,,,,
0,2022-03-27,"
Pacific Rim Shellfish (2003) Corp brand Oysters recalled due to norovirus
",Pacific Rim Shellfish Corp,Oysters,Food - Microbial Contamination - Norovirus,5.0,Food recall warning,Food - Fish and seafood - Fresh,Pacific Rim Shellfish (2003) Corporation,Canadian Food Inspection Agency,"General public
Hotels, restaurants and institutions",Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-03-27,"
Certain Taylor Shellfish Canada ULC brand Oysters recalled due to norovirus
",Taylor Shellfish Canada ULC,Certain oysters,Food - Microbial Contamination - Norovirus,5.0,Food recall warning,Food - Fish and seafood - Fresh,Taylor Shellfish Canada ULC dba Fanny Bay Oysters,Canadian Food Inspection Agency,"General public
Hotels, restaurants and institutions",Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-03-25,"
Jimel’s Bakery brand baked goods recalled due to possible Salmonella contamination from rodent infestation
",Jimel's Bakery,Various baked goods,Food - Microbial Contamination - Salmonella,19.0,Food recall warning,Food - Grain products,Food - Multiple food items,"Jimel's Bakery and Food Products, 471 Bannatyne Ave., Winnipeg, MB",Canadian Food Inspection Agency,Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-03-23,"
Certain Stellar Bay Shellfish brand Chef Creek Oysters recalled due to norovirus
",Stellar Bay Shellfish,"Oyster, Chef Creek ",Food - Microbial Contamination - Norovirus,2.0,Food recall warning,Food - Fish and seafood - Fresh,Stellar Bay Shellfish,Canadian Food Inspection Agency,"General public
Hotels, restaurants and institutions",Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-03-22,"
Taisun brand Vegetarian Mushroom Jerky (Hot) recalled due to undeclared milk
",Taisun,Vegetarian Mushroom Jerky (Hot),Food - Allergen - Milk,2.0,Food recall warning,Food - Other,Uncle T Food,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-03-20,"
Certain Stellar Bay Shellfish brand Oysters recalled due to norovirus
",Stellar Bay Shellfish,Certain oysters,Food - Microbial Contamination - Norovirus,4.0,Food recall warning,Food - Fish and seafood - Fresh,Stellar Bay Shellfish,Canadian Food Inspection Agency,"General public
Hotels, restaurants and institutions",Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-03-18,"
Dam Sen Dried Seafood brand Garlic Roasted Dried Squid recalled due to undeclared sesame
",Dam Sen Dried Seafood,Garlic Roasted Dried Squid,Food - Allergen - Sesame seeds,2.0,Notification,Food - Fish and seafood - Processed,Dong Phuong Distributor,Canadian Food Inspection Agency,Retail,Retail,notification,"
14891
",,,,,,,,,,,,,,
0,2022-03-16,"
Golden Medal brand Enoki Mushroom recalled due to Listeria monocytogenes
",Golden Medal,Enoki Mushroom,Food - Microbial Contamination - Listeria,2.0,Food recall warning,Food - Fruits and vegetables - Fresh,Longsheng (Canada) Agricultural Products Ltd.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-03-12,"
Cavendish Farms brand Classic Hash Brown Patties and no name brand Potato Patties recalled due to undeclared wheat and barley
",Cavendish Farms,"Classic Hash Brown Patties, Potato Patties ",Food - Allergen - Gluten,3.0,Food recall warning,Food - Other,Cavendish Farms Corporation,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-03-11,"
Taisun brand Vegetarian Mushroom Jerky recalled due to undeclared milk
",Taisun,Vegetarian Mushroom Jerky,Food - Allergen - Milk,2.0,Food recall warning,Food - Other,Uncle T Food,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-03-10,"
Made Chocolates brand 73% Dark Chocolate Bar and QC brand 73% Cacao Dark Chocolate, Extra recalled due to undeclared milk 
",Made Chocolates,73% Dark Chocolate,Food - Allergen - Milk,3.0,Food recall warning,"Food - Candy, confectionary, snacks and sweeteners",Fielding Group Ltd.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-03-04,"
Hana brand Frozen Fish Cake recalled due to undeclared egg
",Hana,Frozen fish cake,Food - Allergen - Egg,2.0,Notification,Food - Fish and seafood - Frozen,21 Century Trading Inc.,Canadian Food Inspection Agency,"Hotels, restaurants and institutions","Hotels, restaurants and institutions",notification,"
14878
",,,,,,,,,,,,,,
0,2022-02-23,"
3Fish brand Sauerkraut Fish (Szechuan Style) and Tilapia Soup with Pickled Vegetables recalled due to undeclared milk
",3Fish,Sauerkraut Fish (Szechuan Style) and Tilapia Soup with Pickled Vegetables,Food - Allergen - Milk,3.0,Food recall warning,Food - Fish and seafood - Frozen,Frobisher International Enterprises Ltd.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-02-18,"
Certain Raw BC Oysters recalled due to norovirus
",,Raw BC Oysters,Food - Microbial Contamination - Norovirus,2.0,Notification,Food - Fish and seafood - Fresh,Pacific Rim Shellfish (2003) Corp.,Canadian Food Inspection Agency,"Hotels, restaurants and institutions","Hotels, restaurants and institutions",notification,"
14854
",,,,,,,,,,,,,,
0,2022-02-17,"
3Fish brand Sauerkraut Fish (Szechuan Style) and Tilapia Soup with Pickled Vegetables recalled due to undeclared milk
",3Fish,Sauerkraut Fish (Szechuan Style) and Tilapia Soup with Pickled Vegetables,Food - Allergen - Milk,3.0,Food recall warning,Food - Fish and seafood - Frozen,Frobisher International Enterprises Ltd.,Canadian Food Inspection Agency,"

General public

",,food recall warning,,,,,,,,,,,,,,,
0,2022-02-17,"
Certain Abbott brand powdered infant formula products recalled due to Cronobacter sakazakii and Salmonella
",Abbott,Certain powdered infant formula products,Food - Microbial Contamination - Salmonella,21.0,Food recall warning,Food - Infant products,Abbott,Canadian Food Inspection Agency,"General public
Hotels, restaurants and institutions",Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-02-11,"
Searay brand Sauerkraut Fish (Szechuan Style) Spicy and Sauerkraut Fish (Golden Soup) recalled due to undeclared milk
",Searay,Certain Sauerkraut Fish,Food - Allergen - Milk,3.0,Food recall warning,Food - Fish and seafood - Frozen,Searay Foods Inc.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-02-11,"
Our Chinese Heart brand Sauerkraut Tilapia (Hot Spicy) and Golden Soup Sauerkraut Fish (Tilapia (Mild Spicy)) recalled due to undeclared milk
",Our Chinese Heart,Certain Sauerkraut Fish ,Food - Allergen - Milk,3.0,Food recall warning,Food - Fish and seafood - Frozen,Metro Marine Corporation,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-02-11,"
Q One Homemade brand Blackrice & Honey Hoddeok Mix recalled due to undeclared peanut
",Q One Homemade,Blackrice & Honey Hoddeok Mix,Food - Allergen - Peanut,2.0,Food recall warning,Food - Other,Korea Food Trading Ltd.,Canadian Food Inspection Agency,General public,Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-02-11,"
Yangyuan brand Six Walnut Drinks recalled due to undeclared milk
",Yangyuan,Six Walnut Drinks,Food - Allergen - Milk,2.0,Notification,Food - Other,Taotie Limited,Canadian Food Inspection Agency,Retail,Retail,notification,"
14855
",,,,,,,,,,,,,,
0,2022-02-09,"
Hampton House brand Chicken Nuggets recalled due to Salmonella
",Hampton House,Chicken Nuggets,Food - Microbial Contamination - Salmonella,2.0,Food recall warning,Food - Meat and poultry - Processed,Food - Meat and poultry - Frozen,JD Sweid Foods (2013) Ltd.,Canadian Food Inspection Agency,Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-02-08,"
Anhydra brand Organic Dehydrated Bananas recalled due to presence of insects
",Anhydra,Organic Dehydrated Bananas,Food - Extraneous Material,4.0,Notification,"Food - Candy, confectionary, snacks and sweeteners",Anhydra Inc.,Canadian Food Inspection Agency,"Manufacturers
Retail",Manufacturers,notification,"
14844
",,,,,,,,,,,,,,
0,2022-02-06,"
Hankook (Korean characters only) brand Original Kimchi recalled due to E. coli O157:H7
",Hankook [Korean characters only],Original Kimchi,Food - Microbial Contamination - E. Coli O157:H7,2.0,Food recall warning,Food - Other,T-Brothers Food & Trading Ltd.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-02-03,"
PC brand Lemon & Ginger Sicilian Soda recalled due to possible presence of glass
",President's Choice,Lemon & Ginger Sicilian Soda,Food - Extraneous Material,2.0,Food recall warning,Food - Beverages - Non-alcoholic,Loblaw Companies Ltd.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-02-02,"
JLF Foods Ltd. brand frozen white shrimp recalled due to nitrofurans
",JLF Foods Ltd.,Frozen white shrimp,Food - Chemical,2.0,Notification,Food - Fish and seafood - Frozen,Golden Rich Trading Co. Ltd.,Canadian Food Inspection Agency,"Hotels, restaurants and institutions","Hotels, restaurants and institutions",notification,"
14838
",,,,,,,,,,,,,,
0,2022-02-02,"
President's Choice brand Roasted Cashews with Sea Salt recalled due to off odour and off taste
",President's Choice,Roasted Cashews with Sea Salt,Food - Other,3.0,Notification,"Food - Nuts, grains, and seeds",Loblaw Companies Ltd.,Canadian Food Inspection Agency,Retail,Retail,notification,"
14816
",,,,,,,,,,,,,,
0,2022-02-01,"
Various Two Bears brand Oat Milk Products recalled due to undeclared milk
",Two Bears,Various oat milk products,Food - Allergen - Milk,8.0,Food recall warning,Food - Beverages - Non-alcoholic,Two Bears,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-02-01,"
Fresh Attitude and St-Hubert brand salads recalled due to pieces of plastic
",Fresh Attitude and St-Hubert,Various salads,Food - Extraneous Material,9.0,Notification,Food - Multiple food items,Vegpro International Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
14842
",,,,,,,,,,,,,,
0,2022-01-28,"
Hankook (Korean characters only) brand Original Kimchi recalled due to E. coli O157:H7
",Hankook [Korean characters only],Original Kimchi,Food - Microbial Contamination - E. Coli O157:H7,2.0,Food recall warning,Food - Other,T-Brothers Food & Trading Ltd.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-01-27,"
Tayeb brand sauces recalled due to pieces of metal
",Tayeb,Sauces,Food - Extraneous Material,3.0,Notification,Food - Condiments,Alimentarus Import Export,Canadian Food Inspection Agency,Retail,Retail,notification,"
14837
",,,,,,,,,,,,,,
0,2022-01-26,"
PC Organics brand Old-Fashioned Rolled Oats recalled due to presence of insects
",PC Organics,Old-Fashioned Rolled Oats,Food - Extraneous Material,2.0,Notification,"Food - Nuts, grains, and seeds",Loblaw Companies Ltd.,Canadian Food Inspection Agency,Retail,Retail,notification,"
14824
",,,,,,,,,,,,,,
0,2022-01-25,"
Miski Organic brand Organic Dried Banana Slices recalled due to presence of insects
",Miski Organic Superfoods Inc.,Organic Dried Banana Slices,Food - Extraneous Material,3.0,Notification,Food - Fruits and vegetables,Miski Organics,Canadian Food Inspection Agency,Retail,Retail,notification,"
14819
",,,,,,,,,,,,,,
0,2022-01-25,"
ZYO brand Dried Banana recalled due to presence of insects
",Zyo,Dried Banana,Food - Extraneous Material,3.0,Notification,Food - Fruits and vegetables,ZYO Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
14835
",,,,,,,,,,,,,,
0,2022-01-24,"
Certain Quality fast foods brand and Hygaard Fine Foods Ltd. brand sandwiches recalled due to Listeria monocytogenes
",Quality fast foods,Certain sandwiches,Food - Microbial Contamination - Listeria,18.0,Food recall warning,Food - Multiple food items,HQ Fine Foods,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-01-22,"
Two Bears brand Unsweetened Oat M*lk recalled due to undeclared milk
",Two Bears,Unsweetened Oat M*lk Barista Friendly,Food - Allergen - Milk,2.0,Food recall warning,Food - Beverages - Non-alcoholic,Two Bears,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-01-22,"
Shirakiku brand Baked Red Bean Cake recalled due to undeclared milk
",Shirakiku,Baked Red Bean Cake,Food - Allergen - Milk,2.0,Food recall warning,Food - Grain products,"Wismettac Asian Foods, Inc.",Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-01-22,"
Searay brand Sauerkraut Fish (Szechuan Style) Spicy recalled due to undeclared milk
",Searay,Sauerkraut Fish (Szechuan Style) Spicy,Food - Allergen - Milk,2.0,Food recall warning,Food - Fish and seafood - Frozen,Searay Foods Inc.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-01-21,"
Arifoglu brand Black Pepper Ground recalled due to undeclared gluten
",Arifoglu,Black Pepper Ground,Food - Allergen - Gluten,2.0,Notification,Food - Herbs and spices,Venus Foods Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
14812
",,,,,,,,,,,,,,
0,2022-01-21,"
Consumption of Evive brand Immunity Super Functional Smoothie may cause cyanide poisoning 
",Evive,Immunity Super Functional Smoothie,Food - Chemical,2.0,Food recall warning,Food - Beverages - Non-alcoholic,Evive Nutrition Inc.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-01-18,"
Mahruse brand Halva with Black Seeds recalled due to Salmonella
",Mahruse,Halva with Black Seeds,Food - Microbial Contamination - Salmonella,2.0,Food recall warning,"Food - Candy, confectionary, snacks and sweeteners",1991166 Ontario Inc.,Canadian Food Inspection Agency,General public,Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-01-17,"
Certain Tiger Nuts recalled due to possible Salmonella contamination from rodent infestation
",,Tiger Nuts,Food - Microbial Contamination - Salmonella,2.0,Food recall warning,Food - Other,African Foodways Market,Canadian Food Inspection Agency,General public,Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-01-16,"
Mahruse brand Tahini Extra Sesame Seed Paste recalled due to Salmonella
",Mahruse,Tahini Extra Sesame Seed Paste,Food - Microbial Contamination - Salmonella,2.0,Notification,"Food - Nuts, grains, and seeds",1991166 Ontario Inc.,Canadian Food Inspection Agency,Warehouse,Warehouse,notification,"
14814
",,,,,,,,,,,,,,
0,2022-01-14,"
Various Food Products recalled due to possible Salmonella contamination from rodent infestation
",Ola-Ola,Various,Food - Microbial Contamination - Salmonella,3.0,Food recall warning,Food - Other,Bistak Enterprises Inc. and Bistak Groceries Inc.,Canadian Food Inspection Agency,General public,Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-01-13,"
Various Food Products recalled due to possible Salmonella contamination from rodent infestation
",,Various,Food - Microbial Contamination - Salmonella,2.0,Food recall warning,Food - Other,Bistak Enterprises Inc. and Bistak Groceries Inc.,Canadian Food Inspection Agency,General public,Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-01-13,"
M&M Food Market brand Cauliflower Gratin recalled due to undeclared mustard
",M&M Food Market,Cauliflower Gratin,Food - Allergen - Mustard,2.0,Notification,Food - Multiple food items,Ocean Pier Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
14806
",,,,,,,,,,,,,,
0,2022-01-11,"
Aoun brand Tahineh recalled due to Salmonella
",Aoun,Tahineh - Ground Sesame 100%,Food - Microbial Contamination - Salmonella,2.0,Food recall warning,"Food - Nuts, grains, and seeds",Phoenicia Group Inc.,Canadian Food Inspection Agency,General public,Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-01-11,"
King Ranch Casserole recalled due to Salmonella
",,King Ranch Casserole,Food - Microbial Contamination - Salmonella,3.0,Food recall warning,Food - Multiple food items,"Doughgirls Baking Inc. (dba, Doughgirls Comfort Kitchen & Bakeshop)",Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
